t,price_usd_close,marketcap_realized_usd,lth_sum,sth_sum,rhodl_ratio,rcap_sma_zscore,rcap_upper,rcap_lower,sthlth_sma_meandev,sthlth_upper,sthlth_lower,rhodl_sma_maxmin,rhodl_upper,rhodl_lower
2014-01-23,810.869203164,3640354635.378222,5577663651.756001,4139163481.085403,44517.07564039789,,,,0.7430761017328983,,,10.906505122887003,,
2014-01-24,779.3849452420001,3649620667.742283,5385651079.692008,3997419404.664393,46242.2463694454,,,,0.7427811185830998,,,10.858341040311393,,
2014-01-25,805.652675222,3659390209.8844056,5515661962.085875,4092411170.858342,46832.30051841377,,,,0.7425726048451685,,,10.818093074924446,,
2014-01-26,814.847146534,3666175899.684118,5603723052.147228,4152273704.469435,46026.5697486134,,,,0.7422485078126145,,,10.787317425144938,,
2014-01-27,746.678657078,3674331767.202755,5176825659.134882,3833922653.843339,49342.07723702576,,,,0.7419164012232627,,,10.77219084065432,,
2014-01-28,785.9504199859999,3680397036.630672,5421233213.208906,4007042584.548309,47730.47199988554,,,,0.7414724547363827,,,10.759821189916353,,
2014-01-29,794.098192396,3689528249.613846,5471719338.277271,4047117521.704974,47202.8706845824,,,,0.7409504035503878,,,10.754092502188964,,
2014-01-30,799.5229998400001,3697735626.3750505,5514712181.585013,4077421887.70811,47915.69624727301,,,,0.7405611709287829,,,10.764602545152917,,
2014-01-31,802.998525562,3703717917.0428185,5547507253.33598,4095494151.4033074,42371.763240728054,,,,0.7399930756023567,,,10.752115170187974,,
2014-02-01,813.159890274,3721293554.264235,5621831769.191156,4144684302.924224,40080.952731530175,,,,0.7393196595458021,,,10.729876324525963,,
2014-02-02,814.932732602,3727954304.231024,5639261304.105188,4154176113.345683,39408.37549194979,,,,0.7387007614577571,,,10.707699115480157,,
2014-02-03,808.5,3734828166.236632,5589806279.068992,4110492661.686874,34921.919500192605,,,,0.7379524428418496,,,10.658318756520723,,
2014-02-04,801.39173376,3739088836.769389,5556323426.703707,4080910422.78603,36076.53553449971,,,,0.7372844124740435,,,10.618329134933251,,
2014-02-05,780.917515036,3865415198.139491,5368044177.669467,4027987414.336687,52849.39133331668,,,,0.7388160283876014,,,10.634470775654293,,
2014-02-06,762.981093598,3874667327.620096,5202967997.054293,3983598997.276503,51501.36968111223,13.017303011866774,,,0.7425686097207372,,,10.644780099153198,,
2014-02-07,708.3660443880001,3869296261.2724857,4836246929.262979,3707418874.2726784,55278.98693156531,12.782798287457505,,,0.746615982908614,,,10.682767338307263,,
2014-02-08,679.578138862,3869234191.129978,4629011731.499804,3551184995.5062313,55657.84604432504,12.483853717623882,,,0.7508888879494429,,,10.729670456829982,,
2014-02-09,687.314088924,3872420196.0587926,4675043690.862045,3583491729.073078,55142.14187961616,12.232202114087444,,,0.7551549737051568,,,10.77766129676994,,
2014-02-10,688.4182184199999,3870319800.5192494,4699772734.047462,3599006413.045689,58643.40644209859,12.073185463696138,,,0.7595018244661011,,,10.851712789439144,,
2014-02-11,675.110840662,3871142961.9884872,4658389885.657172,3564508024.0384703,56857.133504472826,11.96556466244496,,,0.7638900969746045,,,10.916698364142277,,
2014-02-12,652.543163334,3868357081.794614,4454014143.069043,3402608287.289616,46620.190386026305,11.415372513530476,,,0.7658297969905968,,,10.898782295857371,,
2014-02-13,605.83889448,3868095123.276832,4148706587.989454,3162855839.6165257,39713.07469142049,10.832290074203126,,,0.7653629134360017,,,10.861649734103532,,
2014-02-14,670.0066271759999,3871155969.570359,4578624291.974593,3485327627.0047235,37911.93935111518,10.322397435642861,,,0.7645953624978082,,,10.80777448149982,,
2014-02-15,655.269274756,3873135563.0286713,4484055527.57147,3412950655.666442,36546.685431645696,9.800556545754192,,,0.7637342167384091,,,10.74768411568825,,
2014-02-16,620.641121662,3873937644.7339873,4269534552.830148,3251000812.464505,37030.00419409753,9.273891046748933,,,0.7630094128613477,,,10.690800438396439,,
2014-02-17,632.4809440480001,3874549898.474778,4327601362.895039,3291199223.4695597,31942.55190582485,8.870253482096855,,,0.7622566153488214,,,10.604009565511992,,
2014-02-18,629.1273936299999,3877067926.4168534,4301550486.359911,3267067702.5542154,31693.075828545916,8.515309069528195,,,0.761446480420114,,,10.520517642250256,,
2014-02-19,624.838114922,3872700138.292941,4293211104.7012215,3253806931.1004233,30957.56689409127,8.137225061375279,,,0.7605827523651704,,,10.462029605044188,,
2014-02-20,562.5895875420001,3872130009.218091,3864192153.470742,2929326137.4306073,30992.921903240986,7.802901115297536,,,0.7599681720890727,,,10.42661223103334,,
2014-02-21,581.290525096,3871823137.426515,3954502363.3001633,2998282846.3678517,29660.755833478925,7.502135442103418,,,0.7595363884856525,,,10.391549193134566,,
2014-02-22,611.552214376,3871448765.277761,4209967228.417278,3186812499.5454125,28761.087443956854,7.235679269138347,,,0.7589418389301026,,,10.357325314121011,,
2014-02-23,608.198850544,3874752835.5768256,4191470979.476219,3167581309.8053584,27490.831798664116,6.968482638065934,,,0.7581245786940253,,,10.314771607229419,,
2014-02-24,536.8594994299999,3859605878.439488,3760514402.663278,2834043447.622623,30432.40594663487,6.623339052145338,,,0.7571414878257199,,,10.307852891412457,,
2014-02-25,536.2111523420001,3819384759.2928095,3711659466.723947,2784009135.1694684,28490.064219613698,6.1255113704412425,,,0.7557931945787664,,,10.292632487657487,,
2014-02-26,585.5174387139999,3825825170.408968,4037074402.3550663,3026933432.2978363,27729.503459271717,5.685589225334579,,,0.7546343443565163,,,10.27690098712338,,
2014-02-27,583.057392048,3825216035.395683,4040819157.605013,3028122327.512618,29030.587677156534,5.253488847912936,,,0.7533934590743828,,,10.267556868395717,,
2014-02-28,551.4270378320001,3835281208.612114,3791202665.373697,2854287448.467627,30687.250126732713,4.8821968709058785,,,0.7526329605684496,,,10.272417217448174,,
