t,price_usd_close,profit_relative,net_unrealized_profit_loss,realized_profit_loss_ratio,supplyinprofit_sma_zscore,supplyinprofit_upper,supplyinprofit_lower,nupl_sma_zscore,nupl_upper,nupl_lower,plratio_sma_zscore,plratio_upper,plratio_lower
2020-01-01,7199.66110087,0.5666858029159383,0.2240483154141699,0.5567778777488088,,,,,,,,,
2020-01-02,6985.65902257,0.5395819020110528,0.2005604531374058,0.6357887982300022,,,,,,,,,
2020-01-03,7347.59737791,0.6202442702089852,0.2396835500780967,1.2536693584269911,,,,,,,,,
2020-01-04,7415.20244546,0.6390725371249095,0.2459009040615522,0.5257520934369871,,,,,,,,,
2020-01-05,7410.81254092,0.6356708761064875,0.2461578496409792,1.5533210622338238,,,,,,,,,
2020-01-06,7770.52843473,0.6725062486822261,0.2809695683837433,1.8347073062232928,,,,,,,,,
2020-01-07,8166.96310003,0.71267179122238,0.3153935237857861,2.502167912349805,0.6266333468959971,,,0.2503877377859619,,,0.07272989253569644,,
2020-01-08,8082.95054727,0.6978010632094281,0.3076820831439584,3.43852705470434,0.6453640983664956,,,0.2623354188902174,,,0.33282019249614364,,
2020-01-09,7880.28824913,0.6641528312892431,0.2889530521491004,2.0649060320669483,0.6631599454062371,,,0.2749629330347452,,,0.5011021309778874,,
2020-01-10,8164.65571526,0.7101286502420475,0.3127880243032007,1.226785895053394,0.676000571125246,,,0.2854064293526172,,,0.49800540496587953,,
2020-01-11,8029.64210795,0.6905028515017537,0.3024151120849014,2.426846312171569,0.6833477588933665,,,0.29347988764166705,,,0.7165079882713056,,
2020-01-12,8185.64036985,0.7162308747444113,0.3155384780108899,2.518072305211553,0.6948563301273557,,,0.3033914059802258,,,0.7855220441220659,,
2020-01-13,8148.31886082,0.7063849459261726,0.3120002559024569,3.702488674000584,0.6996961440193481,,,0.307824361340042,,,0.8858249363366922,,
2020-01-14,8827.76442606,0.7849943947114789,0.3628111624229751,4.901691026583886,0.7100279445177907,,,0.3145983097167832,,,0.9818853266228372,,
2020-01-15,8807.01027532,0.775256092922088,0.3608844981133116,5.7977874311918445,0.7210929487624564,,,0.3221986547124051,,,1.0565186365475985,,
2020-01-16,8723.78576573,0.757893288014028,0.3537621202634371,2.642965731328354,0.7344844425802829,,,0.33145709301445325,,,1.0917782007460641,,
2020-01-17,8929.0376776,0.7868238833606105,0.3680983105959131,8.006150729663553,0.7454409044543632,,,0.33935856248484075,,,1.3597514052656332,,
2020-01-18,8942.80890321,0.7912601448004093,0.3693366497021914,3.556184012342944,0.7598348034970284,,,0.3489187821444536,,,1.4143364713762698,,
2020-01-19,8706.24512993,0.7559474541407573,0.3522626448966861,1.1505224233281677,0.7655086005536492,,,0.3541650916995673,,,1.3024396813522052,,
2020-01-20,8657.64293942,0.7470834274784933,0.348473108708321,0.8684499951974062,0.7713226693468379,,,0.35937549924326223,,,1.095289612901733,,
2020-01-21,8745.89478833,0.7685932089071974,0.3547201158535636,2.156051342599756,0.7689796428033692,,,0.35821963544763197,,,0.9779607862643316,,
2020-01-22,8680.87604222,0.7577730764847987,0.3497429095123743,1.5895303940975372,0.7664820690266135,,,0.3566279799332124,,,0.7930982513490471,,
2020-01-23,8406.5160678,0.7116464540423479,0.327002569919847,1.2066324820437315,0.7598753784592306,,,0.3528051870269852,,,0.6810884995284353,,
2020-01-24,8445.43428152,0.7162443826838089,0.3312406106734522,2.420053684592684,0.749792592648259,,,0.3475398013237765,,,0.5101713046938271,,
2020-01-25,8367.84777344,0.7104521199888221,0.3249491297622021,1.4325835677928824,0.7382485891037465,,,0.3411987270466352,,,0.38028436778204183,,
2020-01-26,8596.82983316,0.7385671187132127,0.3427806210264293,2.188127079741489,0.7357656840426687,,,0.33984415220802705,,,0.4721172024703422,,
2020-01-27,8909.81917753,0.7913019901661559,0.3663677741051334,5.170791633068305,0.7420826215694776,,,0.34240053297900025,,,0.7269844979456125,,
2020-01-28,9358.59031703,0.8178699010093825,0.3918086903214735,5.276924013546881,0.7491221490126468,,,0.34769890076013027,,,0.8548509105426995,,
2020-01-29,9316.62950445,0.8206627971609962,0.3924452903033543,8.827105817192374,0.7581063948235324,,,0.35379924087312736,,,1.0997635635259104,,
2020-01-30,9508.9935947,0.8328783602950096,0.4015157117816775,10.257635531941006,0.7754252385739125,,,0.36444397542481743,,,1.4055048422740568,,
2020-01-31,9350.52936518,0.8153076123636518,0.3921725083319178,9.266191796631036,0.7895771285281759,,,0.3731485322331697,,,1.5973023797182015,,
2020-02-01,9392.87536841,0.8253942820539649,0.3938826217495125,3.8822862063558863,0.8059974373946248,,,0.3829961739456426,,,1.739723051663501,,
