t,price_usd_close,marketcap_realized_usd,lth_sum,sth_sum,rhodl_ratio,rcap_hodl_waves_24h,rcap_hodl_waves_1d_1w,rcap_hodl_waves_1w_1m,rcap_hodl_waves_1m_3m,rcap_sma_zscore,rcap_upper,rcap_lower,sthlth_sma_meandev,sthlth_upper,sthlth_lower,rhodl_sma_maxmin,rhodl_upper,rhodl_lower,rhodlwave_sma_zscore,rhodlwave_upper,rhodlwave_lower
2014-01-01,753.405480556,3252709144.9756527,5157208451.661763,3614607238.440798,51147.00813986357,0.02713494909886638,0.08403386360041748,0.3927277281868705,0.4022989290829629,,,,,,,,,,,,
2014-01-02,784.280603894,3265472378.533351,5371049789.430552,3760784665.978312,51386.5939975315,0.02668518849492636,0.08475761608332827,0.37536521864319355,0.41972656322467805,,,,,,,,,,,,
2014-01-03,807.915916232,3284910483.716368,5532960609.19406,3874850217.9775934,52353.73107438062,0.0413957032679472,0.07189157888278049,0.35774987107044753,0.43609325411221045,,,,,,,,,,,,
2014-01-04,828.7459845879999,3339860605.189105,5677017810.346752,3977613640.169329,60198.28493872064,0.041216861937261574,0.09167738774593033,0.3325630261190605,0.4442296138931161,,,,,,,,,,,,
2014-01-05,904.760075074,3371533278.9779854,6197058442.774171,4350288970.406508,66716.44953613706,0.04106724500492615,0.10524248904817966,0.31442094583290264,0.44808807403588663,,,,,,,,,,,,
2014-01-06,917.382725522,3399649385.9284406,6232060043.30466,4369484162.545397,66022.75849317586,0.0411132689928982,0.1027453072371371,0.30468390684192437,0.4610796271972858,,,,,,,,,,,,
2014-01-07,789.593524042,3417374090.099113,5551484177.172721,3892402563.1050296,66227.52277553867,0.03468418667976785,0.10891415894069932,0.30316619484843926,0.4632530275323413,,,,0.7009031468187443,,,10.981083217269644,,,0.908286540805198,,
2014-01-08,822.864923038,3447830012.164144,5631755146.842066,3943948834.708492,76481.74085638624,0.045526805067195766,0.11900242682472074,0.2886276082182609,0.45767327786665096,,,,0.7008204320346909,,,11.038561507545356,,,0.9089486333777282,,
2014-01-09,825.8665006040001,3458805397.6398826,5667322468.843404,3970580779.355269,76528.17325438457,0.026104545767146086,0.13811801337405866,0.2828282479003648,0.46362529909997,,,,0.7008796015481781,,,11.095458883201955,,,0.9095402790485015,,
2014-01-10,854.445450584,3466007255.8269234,5838631173.314812,4085876905.959573,69984.13854237246,0.02242428349665342,0.12784252824792677,0.29044525300467644,0.47010047463175425,,,,0.7008051975703936,,,11.136922514291651,,,0.910066297912448,,
2014-01-11,893.6831232820001,3495821116.2554016,6075174249.351199,4271302125.238479,64202.0517485114,0.028353768391181578,0.10841465934254178,0.30189469558336757,0.4728732174750288,,,,0.7011513227815368,,,11.146121272343919,,,0.9103305052119838,,
2014-01-12,843.286613774,3514479922.846939,5782263386.098577,4069426133.465358,65813.26964358217,0.03266964860730515,0.10599623270625255,0.30172720361285404,0.47159731181747905,,,,0.7014062948624629,,,11.144174121210645,,,0.9107835970436975,,
2014-01-13,822.530427934,3521520350.507724,5666937401.796095,3983990414.305472,61470.08270134864,0.02895224743740921,0.10153816451919496,0.30724527828756887,0.4739478240893635,,,,0.7016768033013913,,,11.133967133792043,,,0.9110780833385963,,
2014-01-14,815.996819406,3538975866.9093256,5585463295.601569,3952302773.796778,62206.772356999536,0.03872282271401367,0.09387384895650293,0.30563709687020524,0.4737117946850413,,,,0.7025995014807159,,,11.125019668894508,,,0.9113535112278128,,
2014-01-15,840.1151583520001,3562800788.40923,5753600333.933215,4070731601.0358887,60075.77067927675,0.03574098031614976,0.09240984126642081,0.3074803268689147,0.47670503795411817,,,,0.703628768004009,,,11.090527465956145,,,0.9115686638604947,,
2014-01-16,814.4962523859999,3579167294.409068,5584067165.33523,3954213150.332992,62224.68238827898,0.03028258520960993,0.10131290874576959,0.30030592491026603,0.480404102447801,,,,0.7047022773890154,,,11.060969293545355,,,0.9118014374564815,,
2014-01-17,794.5266687980001,3585683736.625591,5446346591.645065,3852098565.6010528,64782.94549206318,0.028188930378129487,0.10906184455659144,0.2879048917345631,0.48671696094412187,,,,0.7057709518026071,,,11.049936973223351,,,0.9119528786325379,,
2014-01-18,811.37762176,3591294112.530174,5564868455.283804,3931216505.693297,62072.86299252143,0.01859869431527338,0.11260302175892274,0.2803627402752454,0.49992065260838314,,,,0.706250941117206,,,11.045118935466048,,,0.9119455597990672,,
2014-01-19,841.4564324119999,3601088546.6866717,5775763492.639405,4079981544.974388,57091.10821053876,0.01906060541581009,0.10162725495072703,0.28642932290530404,0.5040418397700678,,,,0.7066251622537362,,,11.024808492196444,,,0.9118267921273555,,
2014-01-20,826.696425026,3612510035.4578094,5696930531.797334,4021762256.976936,54853.35228184816,0.027017366831329687,0.0884867917153701,0.2673524056010058,0.5272045355645131,,,,0.7070435822140817,,,11.008538878739941,,,0.9115950186100245,,
2014-01-21,824.875769878,3620180743.341573,5665774551.031184,3994768596.338656,52047.542258596906,0.03481869805154224,0.07482839871379113,0.25738083061271894,0.5380155637429577,,,,0.7066814368477792,,,10.983066550302144,,,0.9106090083093453,,
2014-01-22,818.534270204,3633825940.897251,5629468714.493743,3974435539.111052,49134.2095523598,0.03170528826577776,0.07377627926221816,0.2565557042790516,0.5422950680278092,,,,0.7064664543580632,,,10.954344966625495,,,0.9094656016563817,,
2014-01-23,810.869203164,3640354635.378228,5577632630.804158,3931540022.000922,44517.07564040364,0.02744954968210399,0.06893588638300745,0.2512720721783212,0.548862089236147,,,,0.7060024408381096,,,10.906505122887136,,,0.907210469680115,,
2014-01-24,779.3849452420001,3649620667.742289,5385620792.652311,3796808492.1794553,46242.24636945122,0.039187213398342254,0.060696639166119754,0.23384015500799385,0.5588201434131482,,,,0.7056751179862542,,,10.858341040311526,,,0.9044492587332861,,
2014-01-25,805.652675222,3659390209.884412,5515630711.173278,3887521492.1335497,46832.300518419695,0.020042650216809663,0.08112181381569848,0.2293381226108431,0.5618388838176497,,,,0.7054442996826426,,,10.818093074924576,,,0.9017144532337398,,
2014-01-26,814.847146534,3666175899.684124,5603691145.724049,3944246295.870855,46026.56974861901,0.02045207992295721,0.08071541284057127,0.22459374244517166,0.5665290746537442,,,,0.7050827045237328,,,10.787317425145067,,,0.8990189227795307,,
2014-01-27,746.678657078,3674331767.202761,5176795936.899914,3641745233.607389,49342.07723703163,0.03695227425539717,0.07144762235829079,0.2250717820278093,0.5576819819141264,,,,0.7047287427702064,,,10.772190840654446,,,0.8963178600428742,,
2014-01-28,785.9504199859999,3680397036.630678,5421201894.595988,3805655520.833961,47730.471999891,0.030127839743376083,0.07485705534424829,0.2275007575719359,0.5582425197172113,,,,0.7042894044449257,,,10.759821189916478,,,0.894272814507983,,
2014-01-29,794.098192396,3689528249.613852,5471687405.679768,3843733023.64402,47202.87068458785,0.029112922344720793,0.07647704174324745,0.21747893848644373,0.5673227455014161,,,,0.7037853015808514,,,10.754092502189085,,,0.892281287113836,,
2014-01-30,799.5229998400001,3697735626.3750567,5514679880.786507,3873158967.642754,47915.69624727805,0.03229249750356721,0.07738088744974907,0.21202918924791955,0.5686902130487992,,,,0.7034224476094263,,,10.764602545153037,,,0.8914060285096154,,
2014-01-31,802.998525562,3703717917.0428247,5547474483.407123,3889876522.1973047,42371.76324073235,0.02291024299599792,0.07465484998611153,0.22436285771087267,0.5681932303366407,,,,0.7028807031721048,,,10.752115170188087,,,0.8910598899444752,,
2014-02-01,813.159890274,3721293554.264241,5621798251.183314,3935438788.888938,40080.952731533966,0.022026297903847063,0.07956614804245588,0.22189262369621257,0.5674388943034565,,,,0.7021968445638006,,,10.729876324526074,,,0.8908573890137568,,
2014-02-02,814.932732602,3727954304.23103,5639227672.9030905,3944210557.735337,39408.37549195351,0.018523038517591617,0.0834722052585691,0.21685406320304304,0.5711467078587312,,,,0.7015622925572115,,,10.707699115480263,,,0.890529632581684,,
2014-02-03,808.5,3734828166.2366376,5589772774.258032,3902680147.419547,34921.919500195865,0.01923071990588181,0.07114674419510018,0.2178772328034965,0.5788745636534784,,,,0.7008062213412053,,,10.658318756520824,,,0.889954718296303,,
2014-02-04,801.39173376,3739088836.7693954,5556289901.607529,3875414054.154225,36076.53553450327,0.03349479116269807,0.06086018456292889,0.2119216817977033,0.5801124165241336,,,,0.7001615839735509,,,10.618329134933353,,,0.889334847106402,,
2014-02-05,780.917515036,3865415198.1394978,5368011037.024184,3828213538.925265,52849.391333321575,0.06378576867535335,0.07075282529298912,0.19939971586775418,0.5547054018845003,,,,0.701686776460229,,,10.63447077565439,,,0.8890851419127975,,
2014-02-06,762.981093598,3874667327.6201024,5202935373.767975,3788454987.862269,51501.36968111706,0.03547049994030965,0.09551673016653167,0.1998415035854219,0.5554157566846435,13.017303011866744,,,0.7053727576435698,,,10.644780099153294,,,0.8884925280737791,,
2014-02-07,708.3660443880001,3869296261.272492,4836216822.081531,3525699804.269141,55278.98693157048,0.031165591586239577,0.11064332082384315,0.1858002919888645,0.5545503245276056,12.782798287457469,,,0.7093473974885923,,,10.68276733830736,,,0.8873551492019119,,
2014-02-08,679.578138862,3869234191.129985,4628982592.110576,3377646637.067385,55657.84604433036,0.02090858270558599,0.12239767309359038,0.18561062662509445,0.5512261883553091,12.48385371762385,,,0.7135819163920599,,,10.729670456830076,,,0.8858150216067131,,
2014-02-09,687.314088924,3872420196.058799,4675013911.520051,3407918678.3631225,55142.14187962154,0.01784456618862823,0.12487341188548494,0.1859184002045887,0.5488880447454981,12.232202114087414,,,0.7178019881971478,,,10.777661296770034,,,0.8840333656333225,,
2014-02-10,688.4182184199999,3870319800.519256,4699752815.192302,3423094150.8568454,58643.40644210438,0.03341781189594891,0.1184308363256862,0.17951773107805785,0.5441037860762854,12.073185463696111,,,0.7221125536050204,,,10.851712789439237,,,0.8823677806073256,,
2014-02-11,675.110840662,3871142961.988493,4658369712.080359,3390344506.030828,56857.13350447859,0.02992914139370809,0.11791322950808687,0.17557077484381584,0.5491895018271188,11.965564662444937,,,0.7264431281862009,,,10.916698364142375,,,0.8803982911109348,,
