t,price_usd_close,volume_sum,active_count,transfers_volume_entity_adjusted_sum,fee_ema_percentile,fee_upper,fee_lower,volume_sma_zscore,volume_upper,volume_lower,address_sma_meandev,address_upper,address_lower
2021-05-14,49873.68639240858,3678902.023839608,1069157,10102459530.799202,4433963.741450735,11122291.298251187,4651098.9664463485,9360843641.358284,10251459833.727726,5608835351.511776,1212175.5714285714,1207334.2723412698,1025790.0943253968
2021-05-15,46803.83052248365,3052343.7375373053,960850,6602847415.119024,4088558.7404723777,11122291.298251187,4534058.676018899,9444330863.703548,10262528647.218117,5665370586.77627,1181997.0,1208558.4728262785,1026737.9192372133
2021-05-16,46406.33154419618,2468958.213865155,974654,7069888948.714709,3683658.608820572,11122291.298251187,4446322.792414197,9648824117.881361,10275183472.447992,5721808957.693743,1144605.2857142857,1209189.358580247,1027686.522372134
2021-05-17,43382.14785916692,3369272.318776903,958096,10332570212.480509,3605062.036309655,11122291.298251187,4346852.252678742,9576196338.668581,10287908979.669704,5774334840.291748,1094012.7142857143,1209265.2278615518,1028356.8626146383
2021-05-18,42985.8430963998,2961121.563333576,855445,9214313501.27639,3444076.9180656355,11122291.298251187,4210898.434281661,9604934128.761074,10299779306.223038,5828991412.008686,1038432.4285714285,1209333.1342416226,1028404.3578218694
2021-05-19,37151.95393552557,4762232.764991555,1025222,15269755843.532097,3773615.8797971155,11122291.298251187,4119797.3147208462,10302572638.444942,10319509535.423788,5880597150.414259,1004606.8571428572,1209118.551287478,1028071.9407760141
2021-05-20,40512.11108015661,5292061.471906434,943399,12148705140.270777,4153227.2778244447,11122291.298251187,4117659.5822808077,10105791513.170385,10337052915.443012,5930811560.737429,969546.1428571428,1208745.833761023,1027346.347191358
2021-05-21,37273.44235496146,5087743.466957579,947763,9237790852.380468,4386856.325107728,11122291.298251187,4117659.5822808077,9982267416.253424,10353086238.351292,5980227130.4611635,952204.1428571428,1208365.7904056436,1026424.8968959436
2021-05-22,37645.72214685647,3841408.362023802,917809,5535432281.202523,4250494.3343367465,11122291.298251187,4117659.5822808077,9829779539.97964,10367103384.307055,6029683375.923973,946055.4285714285,1208043.4824338623,1025432.2794708994
2021-05-23,34888.67831280685,2828228.9805892063,963617,5324124531.75003,3894927.9958998617,11122291.298251187,3982061.8309574937,9580384623.2704,10378782593.236462,6077316939.426301,944478.7142857143,1207847.458584656,1024419.098558201
2021-05-24,38669.0184494052,3608592.0317657473,972307,9346814215.471613,3823344.004866333,11122291.298251187,3855556.800831421,9439562337.983414,10387850955.718987,6127714710.205862,946508.8571428572,1207746.6349250441,1023425.6063447972
2021-05-25,38211.78552190482,3267782.6416019863,972843,8616562162.175533,3684453.6640502466,11122291.298251187,3795993.5360782635,9354169289.540434,10396492962.993343,6175667807.728592,963280.0,1207551.8418430337,1022615.3168871254
2021-05-26,39266.35535111086,3062136.524575356,940638,8926444079.25805,3528874.3791815243,11122291.298251187,3724576.6611363376,8447981894.644143,10397077236.321272,6223671611.357319,951196.5714285715,1207493.4436155201,1021667.9325749559
2021-05-27,38530.1395731867,2571018.4360505,863220,7820673307.997901,3289410.3933987683,11122291.298251187,3684016.3836739254,7829691632.890874,10393420757.828794,6270085333.169151,939742.4285714285,1207397.3821340387,1020591.0543738977
2021-05-28,35690.74355653414,2549910.9571714844,968617,7641823251.825149,3104535.534341947,11122291.298251187,3640430.4939395674,7601696261.382972,10388326309.656897,6315466147.212003,942721.5714285715,1207275.50494709,1019545.0760052912
2021-05-29,34613.06385325806,1670316.077833719,870412,4167601137.519666,2745980.67021489,11122291.298251187,3563158.824889183,7406291812.28542,10383037968.838913,6357248221.26101,935950.5714285715,1207334.3750396825,1018422.0852777779
2021-05-30,35639.981454563684,1298893.253598336,992251,3351248252.065596,2384208.816060751,11122291.298251187,3482235.7755677854,7124452343.759072,10376983772.52228,6396036040.697445,940041.1428571428,1207214.9954717811,1017342.7965917106
2021-05-31,37317.27679738992,1652096.0726839756,977195,4085790977.7270646,2201180.630216557,11122291.298251187,3359010.3294988587,6372877595.509851,10369315741.024038,6429053579.955537,940739.4285714285,1207274.0511904762,1016269.771031746
2021-06-01,36642.32959185035,1729344.4129439157,917350,5356488012.190735,2083221.5758983965,11122291.298251187,3187729.220917517,5907152716.940596,10360915445.08621,6459024964.691858,932811.8571428572,1207255.8247751324,1015106.8450661376
2021-06-02,37659.80709526973,1910571.194528973,1082866,5506945905.706279,2040058.9805560405,11122291.298251187,2907330.359072066,5418652977.86177,10353532740.674223,6482410765.277792,953130.1428571428,1207279.1560273368,1014166.7646075838
2021-06-03,39173.79329215054,1924291.400638039,1016677,7031968252.414665,2011117.0855765403,11122291.298251187,2547006.1504301135,5305980827.064164,10346217727.006968,6504707304.082338,975052.5714285715,1207255.9555864197,1013467.0602865961
2021-06-04,36975.00656850563,1569703.0080153374,916649,5549390235.947246,1900763.5661862397,11122291.298251187,2283543.3138464442,5007061824.795893,10339695633.876377,6523284496.117094,967628.5714285715,1207192.8094400351,1012682.0318298058
2021-06-05,35533.74658759773,1084404.2282018545,772676,4200418938.313876,1696673.7316901432,11122291.298251187,2136303.150341569,5011750082.052209,10332179454.80488,6544128848.796939,953666.2857142857,1206934.1716622575,1011739.2553218695
2021-06-06,35797.42238993168,812379.6844112294,715945,2899143302.9977074,1475600.2198704146,11122291.298251187,2059482.1484601006,4947163660.756796,10323612191.79207,6566923023.781063,914194.0,1206850.3539506174,1010357.1127160494
2021-06-07,33577.694225233514,1234972.030891057,907287,5541217908.761875,1415443.1726255752,11122291.298251187,2024140.9383173154,5155081793.761769,10313621881.274742,6593821248.214617,904207.1428571428,1206703.2093430334,1008863.5493871252
2021-06-08,33452.00225490226,1157800.9130021408,1002115,6860089049.41249,1351032.6077197166,11122291.298251187,1950422.649911875,5369881941.936305,10302702009.945576,6623805950.896304,916316.4285714285,1206837.1602425044,1007503.8508686066
2021-06-09,37290.99177617837,1180175.48104094,815580,6312131517.551793,1308318.3260500224,11122291.298251187,1788514.1572133866,5484908457.914236,10290072356.854605,6657948000.347693,878132.7142857143,1206968.7778218694,1005720.3904320986
2021-06-10,36744.73930845569,1716448.0443349043,942997,6177399592.439055,1410350.7556212428,11122291.298251187,1575083.3001892925,5362827220.774863,10278501638.386986,6688589911.663185,867607.0,1207276.4450440917,1003820.3565432098
2021-06-11,37242.88691336585,1507646.9816494172,887269,5522854742.564327,1434674.8121282863,11122291.298251187,1453091.2456122441,5359036436.005875,10269890549.533255,6712277955.803904,863409.8571428572,1207531.3400485008,1001874.4424911817
2021-06-12,35512.90011452891,1269562.7331316927,1009281,3194360121.677464,1393396.7923791378,11122291.298251187,1424097.4104017953,5215313747.91496,10261882090.978676,6733613448.233245,897210.5714285715,1207842.8881172838,1000303.8785493827
2021-06-13,39019.88742092465,849000.2497574672,798364,2782500550.851648,1257297.65672372,11122291.298251187,1412642.3432731924,5198650497.608378,10253630003.106388,6755231821.34958,908984.7142857143,1208177.8265564376,998862.7147134041
2021-06-14,40536.09618670314,1501040.968153345,950559,6208895022.888229,1318233.4845811261,11122291.298251187,1401026.075838085,5294032942.483573,10246565228.158068,6774390353.798481,915166.4285714285,1208459.3625088183,997488.770824515
2021-06-15,40239.188062720765,1558554.9266091466,982683,5892111837.347667,1378313.8450881313,11122291.298251187,1385101.1713690842,5155750483.617169,10244061971.709694,6781577827.11578,912390.4285714285,1208622.0267636685,996082.4240299824
2021-06-16,38287.525924097135,1539044.1514886362,951330,6129579806.93799,1418496.4216882575,11122291.298251187,1385101.1713690842,5129671667.815198,10245518004.933996,6776797638.024534,931783.2857142857,1208598.899250441,994889.5070987655
2021-06-17,38109.19708064974,1210369.1762510862,864257,5717770101.831983,1366464.6103289647,11122291.298251187,1371796.7659705896,5064010312.014186,10248142749.747078,6767845129.063612,920534.7142857143,1208256.2694532627,993569.7797530864
2021-06-18,35713.84377788781,1141761.3402246074,816930,5737794131.523609,1310288.7928028752,11122291.298251187,1357977.0088938782,5094715939.00837,10250479988.753416,6759812979.269573,910486.2857142857,1207701.602914462,992137.1145458554
2021-06-19,35668.695876869904,881984.225407156,693944,3495368395.6005926,1203212.6509539452,11122291.298251187,1332993.0899934918,5137717120.997389,10253755921.440825,6747014103.347145,865438.1428571428,1206914.186574074,990204.0277116401
2021-06-20,35704.62085788758,795720.2247537979,651962,3025858205.2119064,1101339.5444039083,11122291.298251187,1313863.9041030882,5172482500.191711,10257676125.588253,6726632604.794367,844523.5714285715,1206042.7312257495,988039.5036948854
2021-06-21,31586.75452699881,1323205.9041260397,823420,6288366306.84356,1156806.134334441,11122291.298251187,1309205.036088806,5183835540.756759,10261307943.311647,6702947907.863778,826360.8571428572,1205108.2873500884,985674.5999514993
2021-06-22,32477.42113099032,1527742.742107883,774368,6419232742.322161,1249540.2862778015,11122291.298251187,1280256.9579205562,5259138527.181686,10264569862.113768,6684125683.665939,796601.5714285715,1204325.0847001765,982981.4041887126
2021-06-23,33652.92415463683,1891635.350978099,853826,6419531352.094774,1410064.0524528758,11122291.298251187,1280256.9579205562,5300560176.489799,10266658109.227098,6675130962.666698,782672.4285714285,1203805.1687477955,980136.1201410935
2021-06-24,34629.99104463987,1626565.7068634497,859113,6640765567.883801,1464189.4660555192,11122291.298251187,1280256.9579205562,5432416671.6400585,10268292754.835478,6667535258.379829,781937.5714285715,1203625.4684303352,977285.8363315697
2021-06-25,31670.672544371268,1466955.0527293766,864243,6046156272.7849655,1464880.8627239834,11122291.298251187,1280256.9579205562,5476468406.105966,10270117298.091871,6658010910.977769,788696.5714285715,1203472.138536155,974513.1471781303
2021-06-26,31982.57003176423,925323.211401388,714968,3638393067.310267,1329991.4498933344,11122291.298251187,1280256.9579205562,5496900502.06449,10272190126.102781,6644238187.768249,791700.0,1203284.7211022926,971776.9201675485
2021-06-27,34607.288973134804,864302.9014872897,505304,3210477451.563088,1213569.3127918232,11122291.298251187,1253031.102978465,5523274680.114659,10274126491.028563,6630475927.467562,770748.8571428572,1203011.6972354497,968811.9440343915
2021-06-28,34408.64609236688,1849137.3829795637,787767,6119453590.626898,1372461.3303387582,11122291.298251187,1253031.102978465,5499144292.083708,10276094373.484941,6615908455.368278,765655.5714285715,1202601.2184259258,965794.6228439151
2021-06-29,35900.15433447891,1896865.5750801167,800649,5729167174.815807,1503562.3915240976,11122291.298251187,1253031.102978465,5400563496.725657,10278229572.678001,6597193115.507275,769410.0,1201818.956521164,962823.2879232804
2021-06-30,35024.606828788485,2133075.0326601043,775112,5923883966.606154,1660940.5518080995,11122291.298251187,1253031.102978465,5329756727.37014,10279932077.312355,6573749746.491362,758165.1428571428,1201078.8634832453,959731.9714373897
2021-07-01,33568.58643061468,2488548.2244533203,831216,5322025945.340612,1867842.4699694049,11122291.298251187,1253031.102978465,5141365352.721113,10281080302.636738,6544193557.601582,754179.8571428572,1200033.3591887124,956601.6820811287
2021-07-02,33933.60148407786,2064616.0982132785,809796,4516714736.724889,1917035.8770303733,11122291.298251187,1253031.102978465,4922873704.712531,10281057542.57796,6508301425.659376,746401.7142857143,1198778.3303439154,953390.6918783069
2021-07-03,34674.53246619413,2029146.539315889,1022345,3500955054.171492,1945063.542601752,11122291.298251187,1253031.102978465,4903239702.835563,10280510444.161919,6472101571.53349,790312.7142857143,1197313.08941358,950671.6724911815
2021-07-04,35285.09656628057,1532583.8519727667,850487,3263883482.8028235,1841943.6199445059,11122291.298251187,1253031.102978465,4910869135.869811,10280059318.49366,6436942108.584296,839624.5714285715,1195712.1673941799,948503.4722883598
2021-07-05,33821.80911722237,1618998.933730618,920363,3461481742.73437,1786207.448391034,11122291.298251187,1253031.102978465,4531158871.885164,10278499295.963192,6393440021.118975,858566.8571428572,1193905.3052645503,946548.2375925927
2021-07-06,34158.92122381347,1608766.6648206408,838259,4080696494.044272,1741847.2524984358,11122291.298251187,1253031.102978465,4295663060.346373,10269720653.522478,6343102173.112942,863939.7142857143,1191956.6752513228,944655.356494709
2021-07-07,33850.91409077919,1309020.152944646,812872,5077894402.61302,1633640.4776099883,11122291.298251187,1253031.102978465,4174807408.3473544,10247015474.329233,6291383732.135341,869334.0,1189625.328505291,942824.8095899469
2021-07-08,32847.39678991275,962529.7051187762,800764,4848376254.874187,1465862.784487185,11122291.298251187,1253031.102978465,4107143166.8521504,10223371805.619158,6239396084.192867,864983.7142857143,1187353.9563227515,940948.0801851853
2021-07-09,33878.23686193274,892379.8068624215,841432,3786258835.6328416,1322492.0400809941,11122291.298251187,1253031.102978465,4002792323.839001,10203372325.558424,6185961723.0886755,869503.1428571428,1185095.222195767,939123.7254232804
2021-07-10,33517.87334009401,647058.50032042,699110,2448040788.2864213,1153633.6551408505,11122291.298251187,1229756.2508605134,3852376000.1411333,10184289577.991425,6130670594.542743,823326.7142857143,1182940.9235405643,936789.6621737214
2021-07-11,34242.67250669811,627099.814559121,712209,2910289388.320144,1022000.1949954181,11122291.298251187,1207873.1487809904,3801862558.0721793,10162131275.395962,6075623755.161797,803572.7142857143,1180821.9540873016,934239.7649603174
2021-07-12,33186.37684498091,965550.8751105072,821406,5327714862.923109,1007887.8650241904,11122291.298251187,1177689.066813218,4068467289.5277133,10143293293.791405,6025425977.01911,789436.0,1178984.8633509702,931536.3128395063
2021-07-13,32616.020911028223,1039782.1095609232,812750,4274112823.0130286,1015861.4261583736,11122291.298251187,1155061.2707779661,4096098193.6661077,10131573200.943802,5976803366.401366,785791.8571428572,1177342.0790432098,928796.0542901234
2021-07-14,32808.31518654271,809829.5344253018,819548,4529565198.237606,964353.4532251057,11122291.298251187,1124871.8942355323,4017765450.1839056,10126332750.886618,5929562370.068699,786745.5714285715,1175744.7278483247,926070.6197707233
2021-07-15,31671.443053709256,726662.9613239948,833325,4567266357.854877,904930.8302498279,11122291.298251187,1057702.9022292388,3977606893.4668612,10123354680.634598,5883725628.677162,791397.1428571428,1174119.231397707,923401.0924118165
2021-07-16,31426.89947869541,549289.2123446513,764274,4898877197.179064,816020.4257735338,11122291.298251187,1018623.8721350436,4136552373.6877494,10121216974.466593,5842582672.2132845,780374.5714285715,1172760.0612566138,920613.3054100529
2021-07-17,31548.922957613315,398187.1790372398,641135,3495419629.3437777,711562.1140894602,11122291.298251187,1011475.9675345728,4286177922.4102297,10120478360.551727,5806938040.0506115,772092.4285714285,1171593.8865652557,917738.2007363316
2021-07-18,31814.34827840592,383055.24886824907,639759,2184781073.5549784,629435.3977841573,11122291.298251187,983943.9385346938,4182533877.4437776,10120297161.525677,5770680841.005793,761742.4285714285,1170595.1314858906,914753.1843871253
2021-07-19,30834.368390233183,590923.346548717,843756,4075044576.83068,619807.3849752973,10315417.860579696,931671.010588703,4003580979.4305735,10120701182.892267,5732190119.356846,764935.2857142857,1169704.5625132276,911809.6358994709
2021-07-20,29783.01141710609,531230.2756409922,823987,5035384962.751655,597663.107641721,9956931.5651737,856030.1077878661,4112334142.250377,10121291414.558544,5697398051.253661,766540.5714285715,1168957.8727689595,908890.2304056438
2021-07-21,32131.63548688293,452497.2111857096,811197,4885428168.561501,561371.6335277181,9522045.23892933,758568.3543472934,4163171709.439504,10122602205.744917,5666395370.471779,765347.5714285715,1168372.9012786597,905964.4574514991
2021-07-22,32328.209838049966,457016.8037228266,802115,4022400822.4142175,535282.9260764952,9040958.77171141,666392.4201215436,4085333775.8051248,10124438184.616493,5635797626.129489,760889.0,1167746.8837301587,902996.5337301588
2021-07-23,33498.822498185575,626461.5108681464,796273,4292596928.272861,558077.572274408,8743205.78699317,624139.9907392843,3998722308.8185244,10126904670.59354,5605983229.988299,765460.2857142857,1167127.4253703703,900087.2317724867
2021-07-24,34265.55624474202,434390.6133593469,719166,2679510225.465888,527155.8325456426,8310664.39077582,607628.0324418304,3882163822.5502543,10129776054.396109,5575173049.884377,776607.5714285715,1166443.0375925926,897309.3814550266
2021-07-25,35242.6443568511,334380.76096022746,648141,3293177504.9798684,478962.0646492888,7587597.477058009,577702.7968790195,4040506169.896667,10132521767.766993,5551629469.507761,777805.0,1165625.9279409172,894552.3228527338
2021-07-26,37401.18874998933,701083.3043506327,938934,8618890726.078066,534492.3745746248,7077005.544659983,559559.8998383975,4689627048.3605795,10133183081.48727,5536259503.067941,791401.8571428572,1164786.0080643739,891953.3189197532
2021-07-27,39315.132254921446,606508.4048407238,913236,9049870923.901842,552496.3821411495,6808020.810876681,555007.9177011158,5263125042.810606,10133040587.216648,5528339431.3405485,804151.7142857143,1163899.0182583774,889502.49920194
2021-07-28,40021.27288558416,620397.5399414805,858727,12553022761.70619,569471.6715912322,6491703.554315144,555007.9177011158,6358495698.9741335,10131825683.514769,5524286693.635391,810941.7142857143,1162823.0300176367,887133.2318871252
2021-07-29,40037.52162230717,597736.7888509952,883068,7638327102.506307,576537.950906173,6340179.50621366,555007.9177011158,6875056596.130147,10131303866.289383,5523118227.651611,822506.4285714285,1161821.2835229277,884898.4704453263
2021-07-30,42080.75491077187,577397.336653458,850131,8611750874.521408,576752.7973429941,6279550.101267004,555007.9177011158,7492078588.451368,10132430078.837017,5524814672.902169,830200.4285714285,1160692.198862434,882754.7043121695
2021-07-31,41692.75732333602,467053.7512919446,732366,3691980218.358336,549328.0358302317,6101360.03806428,550753.7916701448,7636717158.8645735,10132953445.22883,5525463348.257042,832086.1428571428,1159776.2152998236,880636.9466049382
2021-08-01,40135.33200074718,398713.5072869539,680265,6934721457.259562,511674.40369441226,5772931.672739849,541603.2254656766,8156937723.475959,10135509084.255215,5527791449.007167,836675.2857142857,1158804.2917724866,878575.7923544974
2021-08-02,39183.67244883457,534003.4193254618,909833,5710361798.900108,517256.6576021747,5521809.531350774,534848.1227504665,7741433591.021964,10136957028.345278,5529572481.156559,832518.0,1157688.4979717813,876474.1448853617
2021-08-03,38160.716653116,491852.5455158341,823250,6898787685.442116,510905.62958058954,5401774.86064836,530457.2764586846,7434135985.527719,10135710597.58134,5527991353.828122,819662.8571428572,1156357.0532186949,874235.7245590829
2021-08-04,39799.303765271405,587021.487330465,847181,9171090730.50906,529934.5940180584,5196670.9611821575,528406.2752082297,6951002838.213842,10134874256.800179,5526313220.89768,818013.4285714285,1154951.4829012346,871984.8853527337
2021-08-05,40854.599720736376,587281.3438240823,846775,7268970782.297546,544271.2814695643,4889276.453340082,528406.2752082297,6898237649.61259,10132871965.206467,5522637631.732208,812828.7142857143,1153422.5811155203,869682.0331701941
2021-08-06,42826.8312632613,590359.1980051361,898784,10122194216.395763,555793.2606034572,4572391.723012775,528406.2752082297,7114015269.880356,10131044986.378225,5519786134.837526,819779.1428571428,1151769.0938447972,867462.190282187
2021-08-07,44689.86095932558,452111.39687172463,738950,3865114673.022228,529872.7946705241,4412765.404096382,528378.4655018393,7138748763.4037695,10126293621.412907,5514063175.240317,820719.7142857143,1149692.8073104054,865259.0022134038
2021-08-08,43785.48181939978,436160.25629190594,722854,5647652105.688045,506444.6600758695,4325493.429260786,521711.2863267353,6954881713.179266,10112853132.65164,5503141838.446667,826803.8571428572,1147661.8580246912,863128.6388007054
2021-08-09,46284.97398221619,611111.9064408379,922226,10812182933.268078,532611.4716671116,4206724.15890621,521711.2863267353,7683713303.803262,10098088531.310217,5496371750.5294,828574.2857142857,1145631.8572530865,861023.2792548502
2021-08-10,45594.07627236636,636022.5622876703,887847,6499944642.744954,558464.2443222513,4124126.4360160143,521711.2863267353,7626735726.275096,10081677143.40181,5489206093.646386,837802.4285714285,1143859.854872134,859025.6117945325
2021-08-11,45593.63593070519,611780.8826970367,867549,7804141860.456338,571793.4039159477,4001424.9054147447,521711.2863267353,7431457316.267565,10063057420.569202,5480842803.402296,840712.1428571428,1142252.9141181658,857065.2557231041
2021-08-12,44428.28846680644,576001.1959688297,841064,5626995021.733005,572845.3519291681,3862715.1999347736,521711.2863267353,7196889350.4726305,10045851564.131752,5471190700.659046,839896.2857142857,1140544.5355555555,855100.4422222222
2021-08-13,47831.97604291269,1088771.5457005876,931278,6934890396.206592,701826.9003720229,3800966.348585185,521711.2863267353,6741560233.302748,10026718584.76114,5458215465.592646,844538.2857142857,1138890.0644708995,853191.3625132276
2021-08-14,47096.94566198037,513072.7218899255,719718,4621215861.792919,654638.3557514985,3800966.348585185,521711.2863267353,6849574688.841418,10013283257.731407,5447123473.668289,841790.8571428572,1137392.245101411,851255.6517239859
2021-08-15,47064.63037062539,451493.73485147423,758312,4144760390.808389,603852.2005264924,3800966.348585185,521711.2863267353,6634875872.430039,10005738500.519672,5437227630.339633,846856.2857142857,1136188.7948104057,849380.187729277
2021-08-16,46004.4840786022,763856.4827638277,959281,6448354500.986915,643853.2710858262,3800966.348585185,521711.2863267353,6011471810.675588,9993234564.121342,5419967407.638145,852149.8571428572,1135055.6301499116,847567.3492151675
2021-08-17,44695.35761921304,718656.7508276628,962788,4976784503.459888,662554.1410212853,3760843.3514990937,521711.2863267353,5793877505.063436,9978536092.656801,5400017091.877579,862855.7142857143,1133800.0488712522,845876.8511287477
2021-08-18,44801.18871714413,696490.476441115,875665,6269169936.691237,671038.2248762427,3614442.985859321,521711.2863267353,5574595801.668421,9957969307.173054,5376846530.185363,864015.1428571428,1132386.79659612,844202.7113403882
2021-08-19,46717.57874520378,584833.6989950032,888598,5241944045.326832,649487.0934059328,3421115.5855792835,521711.2863267353,5519588519.324682,9928988554.08394,5353230373.613831,870805.7142857143,1131019.1143386243,842607.5142328043
2021-08-20,49339.17603687802,753711.8712259965,980833,7595146601.804687,675543.2878609487,3206216.706823198,521711.2863267353,5613910834.410124,9895237467.882576,5331405653.13373,877885.0,1129763.7719532626,841093.9693165784
2021-08-21,48905.49058554897,560152.4679263924,797177,5502463712.124099,646695.5828773096,2943185.8454847704,521711.2863267353,5739803384.457435,9850592511.801952,5313393252.592785,888950.5714285715,1128581.4605379188,839706.2616843034
2021-08-22,49321.65404941213,567696.2469553136,716074,2901946451.28702,626945.7488968106,2583183.3358455263,521711.2863267353,5562258535.954383,9792191474.003418,5298116559.792665,882916.5714285715,1127290.4075793652,838254.392420635
2021-08-23,49546.147707289056,715519.1558949896,973845,6879600585.146732,649089.1006463553,2301846.132430863,521711.2863267353,5623865119.405785,9736342702.055115,5283138885.31612,884997.1428571428,1125840.7949294534,836828.4130070547
2021-08-24,47756.00188106575,732279.6429915666,947463,6232016388.847811,669886.736232658,2148099.0557733844,521711.2863267353,5803183960.175489,9679703870.713116,5270796919.340839,882807.8571428572,1124267.075542328,835381.0355687831
2021-08-25,48961.76778660005,620592.3396303955,859733,8127400773.278011,657563.1370820923,2063798.4079943362,521711.2863267353,6068645508.259314,9628660323.515537,5259723233.682183,880531.8571428572,1122890.0693650793,833910.9941269842
2021-08-26,46940.70765177846,546961.9792787782,833554,5468642846.551247,629912.8476312638,2027035.1278152654,521711.2863267353,6101031051.291372,9587057155.95053,5246660747.343578,872668.4285714285,1121492.3242460317,832356.4090873017
2021-08-27,49024.03094495386,570423.9190545391,852657,5509764773.800024,615040.6154870826,1981392.9912378853,521711.2863267353,5803119361.576422,9550945466.02376,5229806988.152916,854357.5714285715,1120110.6759920632,830602.3319444443
2021-08-28,48883.29014045116,523345.9141891241,744762,3685611469.2603335,592116.940162593,1932451.0930946316,521711.2863267353,5543569041.167312,9517904545.63667,5210076551.613376,846869.7142857143,1118739.0454276898,828769.2275881835
2021-08-29,48947.258970319264,425180.26176597207,671281,3015836736.010554,550382.7705634378,1909713.3371505132,521711.2863267353,5559839081.842102,9492381392.296244,5190036340.539192,840470.7142857143,1117248.6717151676,826869.5060626103
2021-08-30,47093.88091858282,602770.1369759644,908058,6527358887.44207,563479.6121665695,1885949.072888664,521711.2863267353,5509518839.312864,9469882422.979366,5169685992.3539295,831072.5714285715,1115840.479409171,824869.8158289241
2021-08-31,47238.2268323822,650514.8811830181,925828,6464172724.845138,585238.4294206816,1856187.9874582002,521711.2863267353,5542684030.169625,9450736963.370163,5150098183.819138,827981.8571428572,1114701.3513183421,822840.3582054675
2021-09-01,48763.85643533685,848227.663801221,962156,7487517055.121094,650985.7380158164,1816862.3427454433,521711.2863267353,5451272070.432922,9432133738.50317,5129844245.733532,842613.7142857143,1113488.338871252,820978.3135097001
2021-09-02,49341.85380462775,992249.3452480888,1019133,9869298496.527786,736301.6398238845,1766245.3602393647,521711.2863267353,6079937163.286715,9413780922.14769,5115637490.438184,869125.0,1112385.709404762,819415.579484127
2021-09-03,50011.34681209545,922288.8948258983,1022475,7110575673.493285,782798.4535743879,1766245.3602393647,521711.2863267353,6308624434.671465,9394554477.659252,5103347905.473314,893384.7142857143,1111252.5685626103,818125.9393738979
2021-09-04,49951.92415055585,600484.3092872347,787625,4148274073.143712,737219.9175025995,1766245.3602393647,521711.2863267353,6374719092.369092,9377549300.479849,5091876263.297182,899508.0,1109982.1692151674,816907.413324515
2021-09-05,51741.55077722714,528343.6348160495,728703,3438950424.2493834,685000.846830962,1766245.3602393647,521711.2863267353,6435163904.974639,9356391313.63685,5080749554.6876,907711.1428571428,1108777.6426763667,815783.3747839506
2021-09-06,52610.5411520828,890197.960983949,963749,5918781494.854396,736300.1253692087,1766245.3602393647,521711.2863267353,6348224277.462114,9331272752.164358,5069227549.127194,915667.0,1107576.2968253968,814750.6269841269
2021-09-07,46795.20910754369,908666.39458913,933123,8895852796.828903,779391.692674189,1766245.3602393647,521711.2863267353,6695607144.888367,9305338221.339012,5060601922.261651,916709.1428571428,1106309.5835890654,813731.965617284
2021-09-08,46039.08212736113,680894.7123254656,904568,7224281746.19767,754767.447587008,1766245.3602393647,521711.2863267353,6658002100.756448,9277795195.460127,5052052587.69566,908482.2857142857,1105009.1112345678,812623.7728924162
2021-09-09,46377.168738477005,655828.6033451934,933427,6175234271.246597,730032.7365265543,1766245.3602393647,521711.2863267353,6130278640.001992,9242747170.4431,5040655890.056947,896238.5714285715,1103734.5284920635,811381.5080158731
2021-09-10,44888.12370523385,647663.5749637907,899437,6315333155.037092,709440.4461358634,1766245.3602393647,521711.2863267353,6016672565.936822,9202308482.899553,5029756912.808107,878661.7142857143,1102273.2051984125,809946.4075
2021-09-11,45147.44035889953,491928.7825686821,846303,3134103107.1336884,655062.530244068,1766245.3602393647,521711.2863267353,5871790999.363961,9156210665.68821,5019423822.514603,887044.2857142857,1100816.265983245,808607.1054453263
2021-09-12,46082.23150321188,391461.76236736274,701511,2576977648.234221,589162.3382748917,1766245.3602393647,521711.2863267353,5748652031.361795,9117167680.074818,5006325090.990595,883159.7142857143,1099238.189717813,807227.4690123457
2021-09-13,45004.70197422119,684054.7997531948,919275,6222525245.996706,612885.4536444675,1766245.3602393647,521711.2863267353,5792043995.810698,9083125235.521894,4992830855.487647,876806.2857142857,1097746.3919179894,805780.3080820106
2021-09-14,47031.16732364414,685725.5089327117,943637,5815980310.855864,631095.4674665285,1766245.3602393647,521711.2863267353,5352062212.100263,9051185989.064316,4974904101.281478,878308.2857142857,1096048.7281834215,804352.8654673721
2021-09-15,48143.03744946416,814071.1073790642,975677,6360679727.699655,676839.3774446625,1766245.3602393647,521711.2863267353,5228690495.171975,9025033428.723154,4955261359.864519,888466.7142857143,1094383.747755732,803041.0760537918
2021-09-16,47799.18503883096,803885.2310906585,1030909,6812344619.875613,708600.8408561614,1766245.3602393647,521711.2863267353,5319706259.261834,9003566382.576178,4936639647.5154915,902392.7142857143,1092676.02345679,801886.0289241623
2021-09-17,47204.66266010661,712708.6889890636,940583,4575530701.98178,709627.802889387,1766245.3602393647,521711.2863267353,5071163051.682504,8986462263.592142,4915983671.440866,908270.7142857143,1091063.7650088184,800798.1270546739
2021-09-18,48234.21547366776,559328.3729440231,820750,2794210827.181719,672052.945403046,1766245.3602393647,521711.2863267353,5022607011.689366,8972997988.819658,4895783527.824312,904620.2857142857,1089481.135524691,799671.3851102291
