t,price_usd_close,investor_capitalization,current,liveliness,realized_profit_lth_account_based,realized_loss_lth_account_based,profit_relative,supplyinprofit_percentile_maxmin,aviv_percentile_maxmin,aviv,lthrealized_plratio_logpercentile_maxmin,lth_realized_pl_ema7,aggregate_indicator_equalweight,aggregate_indicator_PCA
2017-05-23,2268.056017841441,8683600153.473091,37077731374.34446,0.5115794791496039,51329201.43480096,0.6735419374727043,0.9980302712869208,,,2.184371248018547,,71107920.54083604,,0.04379978535843776
2017-05-24,2431.179175212533,8881544345.328348,39609789749.64925,0.5125467508714756,46300631.87047498,0.3408889399486551,0.992564356884338,,,2.2858489750787196,,87286744.22068246,,0.04379978535843776
2017-05-25,2331.346228080497,9198078162.41998,38121625177.98949,0.5141700452378015,101461180.45721306,3.387928545090494,0.9653186404665652,,,2.1309883865075157,,72952021.0033381,,0.04379978535843776
2017-05-26,2272.1649053409087,9322609400.48318,37779947646.75165,0.5145128235490173,39333909.14575924,10.354716340650416,0.9598006235659988,,,2.0850672491176963,,55663677.42965022,,0.04379978535843776
2017-05-27,2078.632375146129,9317344467.11408,33997648206.69714,0.5146812870966138,25823185.46295688,102.54000779927784,0.935779687570884,,,1.877997899405829,,41810716.87733524,,0.04379978535843776
2017-05-28,2225.4645712728297,9377128222.976336,36403792927.00398,0.5147731196375265,24789649.4735582,2.4956772306483463,0.950806118771817,,,1.9984470304837434,,33841296.427317336,,0.04379978535843776
2017-05-29,2286.2068610012675,9437546306.181824,37401720786.6318,0.514849147958048,19350762.6989842,2.2284661272466715,0.9640483946840184,,,2.0403867122271904,,27551833.53107465,,0.04379978535843776
2017-05-30,2185.1005053471918,9502997045.007824,35752537542.68989,0.5150813611270411,29454367.09349376,2.041100092957395,0.9363252151482796,,,1.9378587212029577,,24271533.488424025,,0.04379978535843776
2017-05-31,2298.220974587216,9608373341.74969,37570407775.61961,0.515813022549638,26995152.245310355,2.266092628834244,0.9615161915509908,,,2.016918463082513,,21181810.83907691,,0.04379978535843776
2017-06-01,2417.941273911206,9738993499.49894,39465057927.1517,0.5160895716096338,34861510.770566,0.9534680944101206,0.9751662191485894,,,2.091335705298601,,25027070.59125264,,0.04379978535843776
2017-06-02,2479.5616565385294,9819391738.165447,40583647462.57913,0.5161262977811456,18775185.115813788,1.9640315165885935,0.9899177150239238,,,2.1331553189698425,,21160181.23169948,,0.04379978535843776
2017-06-03,2543.8723274892395,9924363488.732365,41690713175.7946,0.5160670781006884,22409234.806307405,0.4987535961151427,0.9843921795940944,,,2.1679178273743704,,27102754.084754243,,0.04379978535843776
2017-06-04,2521.845867583053,10001782813.06763,41248220972.79926,0.5161662869882702,30251382.54646989,0.8197433436725098,0.97795071294197,,,2.1287145964201732,,29552935.703279626,,0.04379978535843776
2017-06-05,2695.0334189788464,10129630679.99494,44001653176.79694,0.5163060924837315,25697820.86906105,0.2034613557410501,0.99689676625137,,,2.2427591224429273,,53740502.46878025,,0.04379978535843776
2017-06-06,2873.796937493244,10306631875.581787,47125062362.64649,0.516523836336866,31268010.926835272,0.9410527603300296,0.9948561664384444,,,2.3617044144980888,,48612034.09890825,,0.04379978535843776
2017-06-07,2701.4140898844944,10415545792.150084,44244779194.97626,0.5165564964035333,19903272.58780911,1.5062675920060735,0.9678802471683832,,,2.1943092163571514,,39762434.724958576,,0.04379978535843776
2017-06-08,2803.297016793037,10522985818.2812,45950789406.0059,0.5166583909590904,39450141.78882901,1.4324065988336931,0.9845781697615296,,,2.2560954968278004,,36707116.47399035,,0.04379978535843776
2017-06-09,2810.2941602110886,10643148868.77367,46039158728.65719,0.5169523590640603,42338704.87086169,0.2780757840691025,0.9720946177771038,,,2.2361851748528965,,65594335.81961326,,0.04379978535843776
2017-06-10,2919.9279707867463,10797107858.189096,47944679777.135376,0.5179964279689387,86820829.0626107,0.4176573091722114,0.999047785113752,,,2.300169007373065,,101164690.96617562,,0.04379978535843776
2017-06-11,2991.442658400016,10914129325.269873,48948458908.78007,0.5181162719483658,23419205.274245173,0.1505824131454878,0.9985150187933732,,,2.323684491140827,,114754561.47703713,,0.04379978535843776
2017-06-12,2656.1781794939084,11085565387.976574,44144043633.31659,0.5202087608957802,96977952.83841604,4.276310249093336,0.9415598141939592,,,2.071533335081295,,91735408.77293131,,0.04379978535843776
2017-06-13,2707.2075876857843,11241601302.095646,44393701757.947,0.5225441340152037,108213617.71705304,3.383879757285806,0.9347027145010516,,,2.063555521801966,,76796345.51125397,,0.04379978535843776
2017-06-14,2443.774072635811,11327519234.871572,40158826200.70684,0.5229177185493064,46786365.9426927,5.95178102597247,0.9001673851793165,,,1.853871208785444,,59562484.57346111,,0.04379978535843776
2017-06-15,2415.092620939786,11286758096.260244,39591041519.644295,0.5231559920969102,35663528.017654456,25.57471234257712,0.9061454980831836,,,1.8350965288449204,,45020484.4384178,,0.04379978535843776
2017-06-16,2485.221578415977,11369355633.95088,40691947861.33088,0.5237631930167213,14790262.630718092,89.40926004344439,0.9182325134411152,,,1.8745956435979918,,33806718.840042084,,0.04379978535843776
2017-06-17,2644.369429981152,11421725600.510464,43524446685.2164,0.5237209433999445,12594572.057196949,2.177050938737281,0.944953096541743,,,1.9957285856984144,,26801327.29824755,,0.04379978535843776
2017-06-18,2512.428822086344,11528055975.80901,41200446670.09204,0.5241812438175029,14039712.715244668,3.5516591624575105,0.9186036212964565,,,1.8733862349978703,,21089245.758485664,,0.04379978535843776
2017-06-19,2595.047554549299,11621551352.516998,42560180689.08993,0.5243987342259048,34196310.49846658,9.717134193487926,0.9440135828035356,,,1.9204411016048049,,16696728.44894284,,0.04379978535843776
2017-06-20,2734.934233111323,11735947880.21785,44940253389.07073,0.524671732812095,38764374.17781561,1.5457237656733676,0.9596462156260764,,,2.009115996365577,,18792161.749026384,,0.04379978535843776
2017-06-21,2653.536153083557,11812747442.59224,43528646315.0545,0.5247629314846564,33190015.804155603,2.141440963488401,0.9368725617775894,,,1.9336924077024191,,17968850.56768273,,0.04379978535843776
2017-06-22,2693.67774038443,11898859853.925854,44191809772.11889,0.5249769576518756,35838175.68098443,1.2956938623574503,0.9437415130646696,,,1.9497399021506252,,20391499.66937227,,0.04379978535843776
2017-06-23,2687.6564249824446,11962727880.364763,44320699956.18595,0.5249587423790757,21211479.839622848,1.1528062577533869,0.938741257390984,,,1.9449191808959128,,19893591.072684035,,0.04379978535843776
2017-06-24,2568.5925241151367,11998598242.880447,42149517564.60519,0.5250075892096981,21926242.66200896,1.7717601858516845,0.902932321632094,,,1.84428348670443,,18014043.53846399,,0.04379978535843776
2017-06-25,2501.1788695912824,12012104708.001032,41047102287.71326,0.5249952411858823,15400701.82455628,4.984681144693036,0.8833862337080742,,,1.7939848086044299,,14282934.206600906,,0.04379978535843776
2017-06-26,2419.8281336489827,12014158574.091314,39927783357.15177,0.5250362417834121,11936213.151327578,14.788873838962946,0.8709996855377714,,,1.7449023323022692,,10913977.566453574,,0.04379978535843776
2017-06-27,2565.995575203356,12026929728.919697,41801761866.931046,0.5250941233543901,15804610.95359803,103.05305431226157,0.9133885169941824,,,1.8250592625817852,,8223824.13197889,,0.04379978535843776
2017-06-28,2554.2217718277343,12099784677.102009,41971852402.97791,0.525249264814113,22665375.95718646,4.2410740346770766,0.9145266971789476,,,1.8219898292298145,,7503931.544933434,,0.04379978535843776
2017-06-29,2537.407710301787,12166960637.305485,41659102176.66192,0.5253540037179257,23994757.378327597,3.047221915433557,0.8954271699496581,,,1.7987874517074427,,7596525.123118293,,0.04379978535843776
2017-06-30,2460.92328207561,12247326784.611942,40408119847.9183,0.5256315421900054,55301045.02608114,5.727570885347764,0.8655586517024392,,,1.7342382322439882,,8111202.686134608,,0.04379978535843776
2017-07-01,2420.539465015463,12263826391.859112,39845406513.41756,0.5255859437517381,18045785.1283302,7.717062082418974,0.8571490686594792,,,1.707638783962884,,6668008.7255357485,,0.04379978535843776
2017-07-02,2508.7110635949434,12295957269.490564,41419390530.10345,0.5256003958030222,18279537.786458623,7.885907858223562,0.9035244267652258,,,1.770504530831399,,5580506.651022715,,0.04379978535843776
2017-07-03,2543.52055702578,12365599975.440647,41780955504.09297,0.5258497237438418,40378953.65140548,4.532298210625723,0.9089152397129874,,,1.7767438663078796,,6412669.090556204,,0.04379978535843776
2017-07-04,2603.975513520515,12415843954.206652,42682647655.54375,0.5259322890629572,20531104.14426317,2.19469863367141,0.9365492913974588,,,1.8080271198271665,,7148217.465395099,,0.04379978535843776
2017-07-05,2611.907633668788,12490495710.655386,42872456026.74902,0.5263174721185517,45991778.12718765,2.8311853836401264,0.9398182219780676,,,1.8065354011741088,,9422339.946820846,,0.04379978535843776
2017-07-06,2601.1915674691945,12533830780.996132,42755065030.17525,0.5263622942378821,22721602.351702545,5.50245707519505,0.9357919513555064,,,1.7955128414287012,,8099093.878947505,,0.04379978535843776
2017-07-07,2500.606800254712,12609995698.813335,40737333026.13421,0.5265295083979551,26070898.8492296,4.830722287886222,0.8512184051448068,,,1.7009845557451477,,7423544.049876455,,0.04379978535843776
2017-07-08,2559.2909885063527,12636677162.318932,41951241205.502106,0.5264836618180943,10735020.405431109,14.968316507487394,0.9046210105727388,,,1.7478204755872544,,5746953.75847359,,0.04379978535843776
2017-07-09,2505.719367383316,12660600217.785618,41188049746.17767,0.5265403729087091,10748687.18191286,5.963109700936158,0.8595079522840784,,,1.7129654755442563,,4760847.9468372585,,0.04379978535843776
2017-07-10,2337.692689997486,12659980866.21334,38507318302.42074,0.5264241190334644,14231192.81923011,13.61638396573392,0.8213115033247136,,,1.6012015600902123,,3831923.994731026,,0.04379978535843776
2017-07-11,2308.534903127508,12669048543.257004,38162865896.75209,0.5264874636978404,18284265.85590216,26.36171902340691,0.815229416261975,,,1.5859336559347041,,3047340.8863723725,,0.04379978535843776
2017-07-12,2386.6789346825703,12669548442.916546,39107366979.71649,0.5264337388730832,12927147.505156552,41.97181705340434,0.8406704778639751,,,1.6249543154100488,,2362504.6394049684,,0.04379978535843776
2017-07-13,2338.834599532397,12693473581.760431,38492494757.59567,0.526494176420182,13268518.720944315,18.184863814125578,0.8233799867489633,,,1.5965743494262543,,1954290.056244194,,0.04379978535843776
2017-07-14,2218.068399573709,12690238478.58989,36483126837.58771,0.5266828179375603,16899750.987655327,103.5301188667016,0.8030657571265419,,,1.5141587829426875,,1506526.321243407,,0.04379978535843776
2017-07-15,1970.0224148275825,12643093262.045193,32802837427.39796,0.5267315562817366,10604550.54619896,540.0808019193313,0.7827613044243821,,,1.3666188527185734,,1134803.5205579894,,0.04379978535843776
2017-07-16,1914.31586135624,12586549732.415771,31326880113.135864,0.5266862582128434,10203637.242422665,23904.920658664152,0.7842612003556254,,,1.3108784868800643,,851209.3510554789,,0.04379978535843776
2017-07-17,2226.8543703791893,12646321919.700012,36547710753.01158,0.5273562779293044,14338316.972454987,80.68134406174097,0.8253056218333898,,,1.524052988048734,,682835.8621760635,,0.04379978535843776
2017-07-18,2304.677177796126,12703686564.356894,37925052716.1278,0.5273695005019766,25067536.425926637,31.41663032813659,0.8327976099718468,,,1.5743867739567414,,711603.5445419626,,0.04379978535843776
2017-07-19,2262.4342019699784,12747488014.294518,37254075518.516,0.5274225715661273,18445868.89139316,51.19675209032061,0.8194335597124834,,,1.5413735074126935,,623776.0914772418,,0.04379978535843776
2017-07-20,2836.4441013378264,12889536286.419918,46686670929.776665,0.5275685606800253,23180405.758234188,8.557976878617726,0.9910436897863886,,,1.910884863353403,,1144989.9438573634,,0.04379978535843776
2017-07-21,2667.799092515772,12988628057.9835,43896096195.56416,0.5276342461724303,23633963.7024808,3.4312868452626604,0.950021953366455,,,1.7831816819038828,,2580688.5358717972,,0.04379978535843776
2017-07-22,2828.288843932448,13078002994.180702,46563539873.862175,0.527626502264647,13930118.182001572,1.9643834428757143,0.9882311101851726,,,1.8785863321516578,,3708352.3307193667,,0.04379978535843776
2017-07-23,2756.3507669668084,13127360099.976309,45333034570.44431,0.5275079292966469,9968764.15822873,1.5261564200841131,0.9645962465612192,,,1.821656068917584,,4414249.574287949,,0.04379978535843776
2017-07-24,2761.003292649645,13199363324.478268,45403911163.10398,0.5276416085358316,30225977.88916756,1.0321317814126028,0.9622717159847308,,,1.8150112343289966,,10631936.85868816,,0.04379978535843776
2017-07-25,2562.188789306518,13339742950.998075,42236742706.14682,0.5302531449538821,14898143.355222514,8.216324032525371,0.8983017262409608,,,1.6789053383421169,,8427261.912742814,,0.04379978535843776
2017-07-26,2524.004210431266,13365587122.086653,41483672738.10853,0.5303480684898401,15928466.835981872,14.42855431471915,0.8732541237511202,,,1.6460770117733294,,6596435.048671634,,0.04379978535843776
2017-07-27,2662.327736099671,13487100534.279152,43737127310.9883,0.5308452093700057,67060665.5839048,10.220561606587715,0.9419854463531544,,,1.721470411348505,,6587663.387467936,,0.04379978535843776
2017-07-28,2784.931907527068,13807741839.83671,45882769106.58792,0.5325261641846782,118243534.36748098,3.4129326691043538,0.9748391063732788,,,1.7695706740408956,,13602179.352447338,,0.04379978535843776
2017-07-29,2699.3367794540422,14098397410.941216,44477855595.31382,0.5359045422233083,65910279.190228805,4.178759858248768,0.9176597961467848,,,1.690680447366519,,14144806.736838523,,0.04379978535843776
2017-07-30,2733.69805187003,14433960196.33162,44847142319.87415,0.5375111939498728,53326614.08942868,5.709250750712152,0.9364144156198886,,,1.6700781134010545,,12943701.9163801,,0.04379978535843776
2017-07-31,2861.355117283544,14911474879.98088,47157928721.7496,0.5436349822090744,66723938.29749418,5.190159868478704,0.987936667430022,,,1.7192598282872213,,12921739.975418426,,0.04379978535843776
2017-08-01,2731.115490495656,15137072289.465515,45016340324.90747,0.5444386632331238,72079410.17649154,10.956861601673612,0.906867083461612,,,1.619113371559738,,11335923.048234519,,0.04379978535843776
2017-08-02,2700.952019059181,15294035834.723074,44524491233.7893,0.5453652780718575,99928188.6671432,9.662417165671071,0.8753035427992112,,,1.587685016900129,,11087428.582042184,,0.04379978535843776
2017-08-03,2787.864126953994,15491372538.785046,45971104513.55296,0.5467353936938649,142694673.9010885,6.055622308762081,0.9648018440466188,,,1.622453392159556,,14206571.01615448,,0.04379978535843776
2017-08-04,2855.544813686132,15862005981.491844,47004860859.46398,0.5495585501401459,121788995.35325694,1.7968580199674145,0.9829857503718524,,,1.6285407541522556,,27599644.26080472,,0.04379978535843776
2017-08-05,3246.889857691748,16207757728.420948,53568403618.78962,0.5510654946755631,159009214.28461152,0.1709980461550886,0.9937286358035622,,,1.8213314471874513,,253172000.9494648,,0.04379978535843776
2017-08-06,3219.1355141814147,16601056068.767094,53061490749.84386,0.5528629110499327,163656675.4735786,0.4145171774748132,0.9761688251209384,,,1.7671002446524728,,288582193.4667117,,0.04379978535843776
2017-08-07,3394.12505196622,16997653957.532087,55847563628.227234,0.5535808182494933,101386739.35159507,0.4128921925148643,0.9975135622984084,,,1.8188474743513035,,277824787.80991626,,0.04379978535843776
2017-08-08,3418.0657164880467,17357222054.16555,56386556195.75667,0.5545322929792478,123508683.66555628,0.682085297217246,0.9821847129457972,,,1.8014499211256059,,253637373.28444588,,0.04379978535843776
2017-08-09,3341.931735918988,17586999957.344772,55136367126.04551,0.5551945839666805,85692867.32307298,1.94497871515972,0.9495606049588572,,,1.740570448753251,,201242657.86840585,,0.04379978535843776
2017-08-10,3432.180554601751,17770062490.72112,56631072833.33763,0.5554511877846073,45368447.04872905,0.6511727342953162,0.9857610302250932,,,1.770156784041647,,168349970.48300213,,0.04379978535843776
2017-08-11,3651.952159554108,17948965705.996353,60263883827.6713,0.5556734774547906,47915678.77708141,0.1460203790224749,0.9971216390802708,,,1.8656808665173588,,208298422.25893477,,0.04379978535843776
2017-08-12,3873.840277659997,18230054198.897877,63931980337.00306,0.55617754024973,43243686.96144706,0.4057914800176933,0.9948815686799026,,,1.9504896243960779,,182865385.75792414,,0.04379978535843776
2017-08-13,4055.4301082172656,18518017351.49591,67009457313.42794,0.5566116642285512,65912393.06585164,0.9749282673888392,0.9911477228092828,,,2.014159769175623,,154050896.42696288,,0.04379978535843776
2017-08-14,4321.740878001602,18888122432.379208,71338932571.11697,0.5569327668606524,72151078.15216923,0.4373387561340088,0.9992535521276456,,,2.10349065895551,,156782560.76064476,,0.04379978535843776
2017-08-15,4158.369049307629,19116381075.06795,68650056363.21922,0.5571569011060624,56697065.72392815,4.267187532212166,0.9766858551341228,,,2.000841713391706,,120908608.76065174,,0.04379978535843776
2017-08-16,4371.898571692489,19342643845.766075,72228554249.67459,0.5573174384092545,45346038.19842241,2.3881463956844198,0.9979437711814572,,,2.0811132725914194,,95428447.61345486,,0.04379978535843776
2017-08-17,4278.874565142088,19688438128.121952,70845216806.55562,0.5576191723471916,101606601.32312524,1.9326405798239843,0.9703484138196564,,,2.006489844616089,,84714829.95106107,,0.04379978535843776
2017-08-18,4103.308186665855,19882490109.334476,67764554089.20051,0.5581788371183234,88508547.42101003,3.3475681183920014,0.94442800798056,,,1.902414626706824,,70146036.30901651,,0.04379978535843776
2017-08-19,4136.02849752025,20124246299.945274,68312724172.7325,0.5588293543412772,91011618.6604227,3.34460495082282,0.9530293343452708,,,1.8969731821879798,,59412394.83485797,,0.04379978535843776
2017-08-20,4047.5907074206807,20406403107.386063,67750190604.66289,0.5597142341716085,87999051.29109383,2.065365393506281,0.9429355457186692,,,1.8582768285873978,,55211049.51173954,,0.04379978535843776
2017-08-21,3993.496766113566,20537457319.07256,65789646766.69396,0.5599912397851043,38115207.69880042,3.957140489689973,0.9016084918345458,,,1.7938747375358512,,43816289.0608342,,0.04379978535843776
2017-08-22,4089.192688098602,20697659890.103397,67556232798.390274,0.5606601481026198,91280135.03703098,6.437463301457843,0.9497322305921556,,,1.8299695563222116,,36407096.61716807,,0.04379978535843776
2017-08-23,4128.20943627659,20935341768.597637,68336679148.94134,0.561319891222485,60904783.134010896,1.614981309084666,0.9560603130117824,,,1.8322479628169495,,36733416.58251177,,0.04379978535843776
2017-08-24,4309.743233598728,21068908507.12147,71389498769.24733,0.5615654355367993,50744849.23380519,0.6160056253098286,0.9863726201675872,,,1.9027979050530996,,48144374.87042791,,0.04379978535843776
2017-08-25,4357.504580234239,21237617985.92812,71804972777.56209,0.5618199207413032,46233323.62757505,0.2517590433036494,0.9840920204312,,,1.8995286637819415,,82018572.02151132,,0.04379978535843776
2017-08-26,4339.185326260464,21370170028.994884,71797112969.44098,0.5620322805954966,30207263.658825427,0.6159081417863139,0.98609652871047,,,1.8882533497692218,,73775198.84251358,,0.04379978535843776
2017-08-27,4343.614657649543,21489719865.823524,71793173362.95352,0.562168217090386,67325952.02609724,0.3287749094433546,0.979042623631421,,,1.8780998784865226,,106525962.71650156,,0.04379978535843776
2017-08-28,4384.648048638078,21648088072.11184,72327979392.23715,0.5623045880665557,46643739.902418666,0.9778179828438168,0.9938350806498696,,,1.8787042311709663,,91819937.90137145,,0.04379978535843776
2017-08-29,4591.973064787884,21957438493.459225,75914107449.39693,0.5628974423967711,106887790.92768316,0.3046690583866017,0.9920359485127288,,,1.946122127944402,,156573064.88778615,,0.04379978535843776
2017-08-30,4578.258041005562,22163923554.831028,75884768619.66287,0.5632414109004674,81293375.57053731,0.6115077008729068,0.990246710109032,,,1.928424091404979,,150664611.3486945,,0.04379978535843776
2017-08-31,4739.821909609959,22480162485.37133,78328376208.978,0.563582087415118,76910521.91505708,0.095199308143807,0.9916244744179992,,,1.9637077710812327,,314970834.7153398,,0.04379978535843776
2017-09-01,4930.913963429657,22778825912.338272,81548575900.78009,0.5638107788384021,83729186.5033714,0.1994355311084726,0.9998264590666875,,,2.0184519724028958,,341185835.97665495,,0.04379978535843776
2017-09-02,4635.549367004165,22950196550.925617,75820194481.36336,0.5639216482194537,81918534.0760745,3.014161914629189,0.9521958312149728,,,1.8630188610966603,,262683847.25285757,,0.04379978535843776
2017-09-03,4624.004128836177,23062751553.84884,76348481020.34102,0.5640908244331824,43909840.79071578,2.026458278388574,0.961224290208162,,,1.8674041344298316,,202429952.40556568,,0.04379978535843776
2017-09-04,4340.747305561161,23211949368.853622,71815015426.11246,0.5643399144978611,78212646.11850889,7.803246524665807,0.918743070000578,,,1.746000692195912,,154328236.92942968,,0.04379978535843776
2017-09-05,4426.660414562876,23305864234.34619,72975416438.9359,0.5643422196580662,33926381.01086029,9.835824940312412,0.941595672399191,,,1.7670706428010798,,116608494.31049155,,0.04379978535843776
2017-09-06,4610.80660274099,23497682136.73141,76303672701.13075,0.5644663558926126,39482986.74004113,1.5105515873363669,0.9666746950004343,,,1.8329831776684835,,93990902.07079925,,0.04379978535843776
2017-09-07,4621.992816471082,23798183286.797043,76506222567.71916,0.5645972167579847,30284746.220846377,1.2025279016291368,0.9703346191824138,,,1.8150629317308162,,76789235.50104938,,0.04379978535843776
2017-09-08,4341.4884613413,23846573986.684364,71711166449.33919,0.5644833016229481,22279361.545254365,5.925697991000499,0.8949973110479957,,,1.6975082468097586,,58531873.34510561,,0.04379978535843776
2017-09-09,4330.583758430806,23880527342.00411,71694448029.7307,0.5643904289129587,22988177.57100876,5.584036095804226,0.8975665502362243,,,1.694420717544411,,44928096.85038453,,0.04379978535843776
2017-09-10,4250.088037251141,23991753400.62009,70369142396.80814,0.5644509028909379,24741787.20568713,6.4359030508435415,0.8715344202243958,,,1.6555657812201725,,34657157.15888153,,0.04379978535843776
2017-09-11,4207.513611707119,24038979003.848297,69673384620.01749,0.5644799673004848,39468229.53248929,8.407732402808755,0.8659084665864193,,,1.6360607439161838,,27166437.258670505,,0.04379978535843776
2017-09-12,4157.663177008433,24098939597.6016,69068971294.33267,0.5643760177220879,34837088.96732195,11.651891715559389,0.8542645541858856,,,1.6175346972999662,,21122283.589355342,,0.04379978535843776
2017-09-13,3867.7915092908415,24031174486.023266,64066107437.64464,0.5644070263392673,44744655.75929811,29.01301494364484,0.8139052139500054,,,1.5046855578799785,,16227269.44858085,,0.04379978535843776
2017-09-14,3240.896288121997,23891382020.738544,53649982578.44806,0.564536774221462,39554534.18511596,94.60933662188812,0.7668341258999479,,,1.267711850054727,,12274972.780685928,,0.04379978535843776
2017-09-15,3710.985860887212,23844400030.92537,61485199430.00496,0.5650202372800605,50422324.73310799,1442.5190688939233,0.8280357898994197,,,1.4569618831296303,,9214968.174455902,,0.04379978535843776
2017-09-16,3711.866164171358,23905912594.517067,61530411758.54429,0.565065814937663,55492694.76297112,26.319647146622,0.8267972364416017,,,1.4543988700003094,,7438329.462184396,,0.04379978535843776
2017-09-17,3703.312456189187,23914572847.748352,61374033717.12561,0.5649783563780285,18345210.709080923,22.98911863323097,0.827129971221495,,,1.449952751175989,,5778245.944351436,,0.04379978535843776
2017-09-18,4094.554920867202,24009967699.003742,67373049333.89039,0.5649623274315518,18238466.5198386,11.763077581800864,0.8660593967509838,,,1.5853097028287488,,4721305.520715296,,0.04379978535843776
2017-09-19,3911.100032919042,24071423562.316883,64929507513.239655,0.5649801408367915,23841790.4082706,15.545275597946166,0.8395951391023033,,,1.5239598191741848,,3924404.160216094,,0.04379978535843776
2017-09-20,3869.989660597676,24124624734.187893,64708770709.82195,0.565037396363527,28497124.03373377,5119.614755356222,0.8322609219482555,,,1.515583173898977,,2944694.6860022503,,0.04379978535843776
2017-09-21,3617.6710605707135,24128820754.882614,59980768383.470215,0.5650628480719245,30710195.08037693,41.56625851543215,0.8038437273309507,,,1.404664743321436,,2393227.2893578624,,0.04379978535843776
2017-09-22,3615.913153607868,24146173611.255028,59957905040.96488,0.5653890657282103,29095463.77247352,60.79380644665461,0.809039911697536,,,1.4039302648901113,,1914568.6083056356,,0.04379978535843776
2017-09-23,3782.020549543152,24181330649.232056,62720091969.367096,0.5652534992201452,9804277.375749564,22.12819399729518,0.832339693782366,,,1.4661207843092776,,1546693.26097782,,0.04379978535843776
2017-09-24,3668.265134146356,24187673382.58221,60852523937.80266,0.5650949409544129,14302992.324620362,24.41426345019864,0.8126015574933497,,,1.4216933095484228,,1306481.3816250958,,0.04379978535843776
2017-09-25,3918.890667419078,24456467497.50186,64990494270.497154,0.5676069188391689,220938510.3250085,31.158689047111384,0.8520210150487175,,,1.5083557840264392,,2752548.824775598,,0.04379978535843776
2017-09-26,3886.102475667042,24530076270.863617,64465979973.24956,0.5680117533868765,60360568.74600779,51.11435387801194,0.8358108387846581,,,1.4927566434802435,,2359634.8003618233,,0.04379978535843776
2017-09-27,4199.9683304292685,24634122277.927803,69725607603.79964,0.5679748507351503,20786025.72871264,21.87160462399063,0.9135426970565556,,,1.607623406443409,,2007317.55830633,,0.04379978535843776
2017-09-28,4187.576245896319,24767452860.71921,69531921623.8488,0.5679705400051492,57733450.8462803,15.513647864141593,0.905757584627952,,,1.5945153219581547,,2435853.666127139,,0.04379978535843776
2017-09-29,4156.659983678401,24832576793.60306,68975131069.58456,0.5679200984618029,18799993.34554548,10.708799519536369,0.8890011455245386,,,1.5774586565879514,,2265781.4929893524,,0.04379978535843776
2017-09-30,4335.467009689982,24967559251.853336,71879751617.85672,0.5681354378212535,74457276.78200495,7.32098926834647,0.9425528954544606,,,1.6356197954296487,,4241932.278977403,,0.04379978535843776
2017-10-01,4382.812284253591,25042263430.37143,72572096786.25226,0.5681831715263779,23863778.916505188,5.395046711518365,0.957057022734468,,,1.646586149490101,,4287268.129463914,,0.04379978535843776
2017-10-02,4391.750560395145,25203462482.026943,72872009295.60435,0.5684683906132436,68277967.62419344,3.740126757753442,0.9500465435533888,,,1.6436405860729169,,7779331.685011855,,0.04379978535843776
2017-10-03,4311.3560516755,25277420975.59265,71445988123.42981,0.5684657018481684,45897095.51357214,6.40026228844254,0.9207650881101154,,,1.606753862351623,,7627280.584452871,,0.04379978535843776
2017-10-04,4215.182333536646,25334449332.277126,69989740177.6273,0.5684686952527792,30643385.080678437,12.891701881935484,0.8852312887311812,,,1.5704693541203825,,6314706.748123188,,0.04379978535843776
2017-10-05,4317.528621996602,25523786439.868767,71688121823.06915,0.5696542460420542,157892683.8468547,5.4179766587745934,0.9224894651100344,,,1.59997589242881,,12021622.718230467,,0.04379978535843776
2017-10-06,4362.980772637618,25612745296.812992,72518130536.17494,0.5696817783652705,38932936.46447528,4.765417297846178,0.9403510305583884,,,1.6129570293549702,,11058689.608812287,,0.04379978535843776
2017-10-07,4427.349482966946,25679908620.173244,73537067553.07906,0.5697039698557812,30935325.40842009,2.073913566180948,0.9640355658085514,,,1.6314060901147889,,12023117.337983856,,0.04379978535843776
2017-10-08,4599.584772520529,25809561855.578312,76463381052.00623,0.5700150657009085,20311675.00803021,1.551308429184278,0.981222747945714,,,1.688726039518284,,12290651.457136609,,0.04379978535843776
2017-10-09,4770.758812461939,26070268448.33017,79261457495.06197,0.5705807562548557,85382196.03507435,1.0919544877787202,0.9901044401004786,,,1.7347371182244682,,28766009.3644784,,0.04379978535843776
2017-10-10,4742.204586062306,26297491007.428078,78804914246.12442,0.5707282666019523,66102251.77104432,0.8043969129889514,0.9739786072777236,,,1.7102845322659095,,42118547.75240131,,0.04379978535843776
2017-10-11,4817.076001241959,26402876186.089542,79946425576.02396,0.5707199153405024,23660061.205316182,0.7407145891837964,0.9831437364429362,,,1.7281078362425883,,39574463.3978499,,0.04379978535843776
2017-10-12,5421.25647434388,26655283410.300632,90099465372.9582,0.5708354850566244,54228475.32906709,0.2506654051623024,0.9992709628712432,,,1.9295226101268848,,83765370.39464428,,0.04379978535843776
2017-10-13,5622.401537310861,27102708235.576748,93380422971.8113,0.5713815617605175,95977917.395291,0.7926616990295743,0.9886744538522432,,,1.968653886974031,,93094797.0008007,,0.04379978535843776
2017-10-14,5806.274837910411,27308740043.77849,96515757981.43971,0.5714290633705585,53280978.87376334,0.4536906578596901,0.9994187232807054,,,2.0195698921085294,,99180848.69032627,,0.04379978535843776
