t,price_usd_close,spot_cvd_sum,spot_volume_daily_sum,Price Momentum,Spot CVD Bias,Spot Volume Momentum,aggregate_indicator_equalweight,aggregate_indicator_PCA
2020-03-28,6241.56512496,-42404489.83018024,1772995657.5250385,0.529738328637396,0.6448828838243346,,0.5873106062308653,0.5571224854340266
2020-03-29,5929.677884,12093364.554824742,1233660941.3189652,0.35656006553666497,0.7641657832110531,,0.560362924373859,0.5292500752551703
2020-03-30,6447.72579951,96195182.78791834,2090373427.4862947,0.6258087824218275,0.7688172106828388,,0.6973129965523331,0.6643464240375301
2020-03-31,6443.31405026,-32591085.901948832,1237672921.657621,0.5781536964670879,0.6535861229158866,-1.0,0.0772466064609915,0.5457787449461557
2020-04-01,6589.24919192,89567008.53838617,1863614421.274144,0.5383537329139543,0.779241800845718,-1.0,0.10586517791989077,0.5867931486380265
2020-04-02,6795.04299179,22731141.15367434,2940256756.309835,0.31588387180900823,0.7320438270794525,-0.19048815410079034,0.28581318159589014,0.48616341454939804
2020-04-03,6736.36381431,55059139.06550681,2069197768.4319315,0.2877342767867739,0.8714354616792661,-0.10355505061315295,0.351871562617629,0.5429845123117316
2020-04-04,6858.69700969,47609998.96407592,1449856504.4974017,0.3387103621913212,1.0,-0.37343746303242076,0.32175763305296684,0.6195507733877343
2020-04-05,6794.47452422,-18025907.68419278,986496095.2744272,0.49960299993645596,0.9561853752670795,-0.5199741025316873,0.311938090890616,0.672010328983212
2020-04-06,7248.72410192,119792973.997392,2577998914.731831,0.4928499857535873,0.9905131756921346,-0.17709580224262322,0.43542245306769956,0.6987687492129062
2020-04-07,7172.87828873,-21292236.26113415,2206519449.307707,0.3170670962400439,1.0,0.5700081941157018,0.6290250967852485,0.6460750500018229
2020-04-08,7335.36979909,59249522.95555994,1663217116.518888,0.4255795428419211,0.956049753101821,0.4236850178556535,0.6017714379331319,0.6726324246462654
2020-04-09,7301.01277516,-44367659.46331381,1254648247.944889,0.38501316493898186,0.8587788615025909,-0.7456119830356256,0.16606001446864904,0.5595555813008593
2020-04-10,6862.78799691,-98405867.80765232,2054381979.8693695,0.2669127336681525,0.6363057634655036,-0.803413521172196,0.0332683253204867,0.391619103668144
2020-04-11,6852.50192071,31379771.054630615,966483300.3612072,0.40446504239459524,0.6127773438053352,-1.0,0.005747462066643487,0.44038043960965445
2020-04-12,6998.39400574,35499654.810144104,1418827174.381159,0.6970090353465188,0.6903715651520621,-0.7498521938404039,0.212509468886059,0.6320437045606049
2020-04-13,6845.09526906,-53093050.995745145,1685001683.2735662,0.3427104003530077,0.43974446539028844,-1.0,-0.07251504475223462,0.32638921490616446
2020-04-14,6841.27304616,-27517986.726175725,1215685023.103734,0.34319691352249637,0.4307192027471347,-1.0,-0.07536129457678964,0.32227289677548954
